url_fiche,nom,type_etablissement,statut,academie,zone,adresse,code_postal,commune,id_etablissement,nom_slug,page,email,telephone
https://www.education.gouv.fr/annuaire/01000/saint-denis-les-bourg/ecole/0011090e/ecole-primaire-village.html,Ecole primaire Village,École,Public,Académie de Lyon,Zone A,"Rue des Ecoles
 -
                                  01000
                            Saint-Denis-lès-Bourg",01000,saint-denis-les-bourg,0011090e,ecole-primaire-village,1,,0474242482
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010823p/college-de-brou.html,Collège de Brou,Collège,Public,Académie de Lyon,Zone A,"21 quai Henri Groboz
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010823p,college-de-brou,1,,0474455100
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010018p/college-du-revermont.html,Collège du Revermont,Collège,Public,Académie de Lyon,Zone A,"9 avenue de Jasseron
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010018p,college-du-revermont,1,,0474231334
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010080g/college-jeanne-d-arc.html,Collège Jeanne d'Arc,Collège,Privé,Académie de Lyon,Zone A,"7 rue Lamartine
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010080g,college-jeanne-d-arc,1,,0474210714
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010079f/college-saint-joseph.html,Collège Saint-Joseph,Collège,Privé,Académie de Lyon,Zone A,"3 bis rue du Lycée
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010079f,college-saint-joseph,1,,0474458872
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010082j/college-saint-pierre.html,Collège Saint-Pierre,Collège,Privé,Académie de Lyon,Zone A,"33 rue Samaritaine
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010082j,college-saint-pierre,1,,0474321092
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0011275f/college-thomas-riboud.html,Collège Thomas Riboud,Collège,Public,Académie de Lyon,Zone A,"120 rue Charles Demia
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011275f,college-thomas-riboud,1,,0474323170
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010974d/college-victoire-daubie.html,Collège Victoire Daubié,Collège,Public,Académie de Lyon,Zone A,"60 place Camille Claudel
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010974d,college-victoire-daubie,1,,0474451393
https://www.education.gouv.fr/annuaire/01000/saint-denis-les-bourg/college/0011333u/college-yvon-morandat.html,Collège Yvon Morandat,Collège,Public,Académie de Lyon,Zone A,"62 rue Denis Girod
 -
                                  01000
                            Saint-Denis-lès-Bourg",01000,saint-denis-les-bourg,0011333u,college-yvon-morandat,1,,0474321390
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/lycee/0010819k/lycee-d-enseignement-general-technologique-et-professionnel-agricole-les-sardieres.html,"Lycée d'enseignement général, technologique et professionnel agricole Les Sardières",Lycée,Public,Académie de Lyon,Zone A,"79 route de Jasseron
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010819k,lycee-d-enseignement-general-technologique-et-professionnel-agricole-les-sardieres,1,,0474455080
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/lycee/0010016m/lycee-polyvalent-joseph-marie-carriat.html,Lycée polyvalent Joseph-Marie Carriat,Lycée,Public,Académie de Lyon,Zone A,"1 rue de Crouy
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010016m,lycee-polyvalent-joseph-marie-carriat,1,,0474321848
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/lycee/0010099c/lycee-professionnel-saint-joseph.html,Lycée professionnel Saint-Joseph,Lycée,Privé,Académie de Lyon,Zone A,"3 bis rue du Lycée
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010099c,lycee-professionnel-saint-joseph,1,,0474458880
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/erea/0010966v/etablissement-regional-d-enseignement-adapte-philibert-commerson.html,Établissement régional d'enseignement adapté Philibert Commerson,ÉREA,Public,Académie de Lyon,Zone A,"1250 chemin de la Chagne
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010966v,etablissement-regional-d-enseignement-adapte-philibert-commerson,1,,0474456100
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/cio/0010052b/centre-d-information-et-d-orientation-de-bourg-en-bresse.html,Centre d'information et d'orientation de Bourg-en-Bresse,CIO,,Académie de Lyon,Zone A,"34 rue Général Delestraint
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010052b,centre-d-information-et-d-orientation-de-bourg-en-bresse,1,,0474213408
https://www.education.gouv.fr/annuaire/01001/bourg-en-bresse/lycee/0011118k/lycee-professionnel-gabriel-voisin.html,Lycée professionnel Gabriel Voisin,Lycée,Public,Académie de Lyon,Zone A,"21 avenue de Jasseron
 -
                            BP 80164
 -
                          01001
                            Bourg-en-Bresse",01001,bourg-en-bresse,0011118k,lycee-professionnel-gabriel-voisin,1,,0474230255
https://www.education.gouv.fr/annuaire/01001/bourg-en-bresse/lycee/0010070w/lycee-saint-pierre.html,Lycée Saint-Pierre,Lycée,Privé,Académie de Lyon,Zone A,"7 rue Villeneuve
 -
                            BP 12
 -
                          01001
                            Bourg-en-Bresse",01001,bourg-en-bresse,0010070w,lycee-saint-pierre,1,,0474321090
https://www.education.gouv.fr/annuaire/01011/bourg-en-bresse/lycee/0010014k/lycee-edgar-quinet.html,Lycée Edgar Quinet,Lycée,Public,Académie de Lyon,Zone A,"5 avenue Jean-Marie Verne
 -
                            BP 302
 -
                          01011
                            Bourg-en-Bresse",01011,bourg-en-bresse,0010014k,lycee-edgar-quinet,1,,0474212465
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011108z/ecole-elementaire-charles-robin.html,Ecole élémentaire Charles Robin,École,Public,Académie de Lyon,Zone A,"2 place du Maquis
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011108z,ecole-elementaire-charles-robin,0,,0474453702
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010776n/ecole-elementaire-de-brou.html,Ecole élémentaire de Brou,École,Public,Académie de Lyon,Zone A,"32 boulevard de Brou
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010776n,ecole-elementaire-de-brou,0,,0474453741
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011086a/ecole-elementaire-les-lilas.html,Ecole élémentaire Les Lilas,École,Public,Académie de Lyon,Zone A,"2 rue des Lilas
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011086a,ecole-elementaire-les-lilas,0,,0474214431
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010197j/ecole-maternelle-charles-robin.html,Ecole maternelle Charles Robin,École,Public,Académie de Lyon,Zone A,"Place du Maquis
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010197j,ecole-maternelle-charles-robin,0,,0474450362
https://www.education.gouv.fr/annuaire/01000/saint-denis-les-bourg/ecole/0010969y/ecole-maternelle-les-vavres.html,Ecole maternelle Les Vavres,École,Public,Académie de Lyon,Zone A,"71 chemin des Lazaristes
 -
                                  01000
                            Saint-Denis-lès-Bourg",01000,saint-denis-les-bourg,0010969y,ecole-maternelle-les-vavres,0,,0474213630
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010774l/ecole-primaire-alphonse-baudin.html,Ecole primaire  Alphonse Baudin,École,Public,Académie de Lyon,Zone A,"2 rue Brillat Savarin
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010774l,ecole-primaire-alphonse-baudin,0,,0474212413
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011034u/ecole-primaire-charles-jarrin.html,Ecole primaire Charles Jarrin,École,Public,Académie de Lyon,Zone A,"15 rue du 23 iéme RI
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011034u,ecole-primaire-charles-jarrin,0,,0474223976
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011148t/ecole-primaire-charles-peguy.html,Ecole primaire Charles Péguy,École,Public,Académie de Lyon,Zone A,"12 rue Henri Dunant
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011148t,ecole-primaire-charles-peguy,0,,0474424545
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011176y/ecole-primaire-charles-perrault.html,Ecole primaire Charles Perrault,École,Public,Académie de Lyon,Zone A,"11 avenue de l'Egalité
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011176y,ecole-primaire-charles-perrault,0,,0474453751
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010777p/ecole-primaire-de-brou.html,Ecole primaire de Brou,École,Public,Académie de Lyon,Zone A,"27 rue Littré
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010777p,ecole-primaire-de-brou,0,,0474450138
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010193e/ecole-primaire-lazare-carnot.html,Ecole primaire Lazare Carnot,École,Public,Académie de Lyon,Zone A,"1 rue Viala
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010193e,ecole-primaire-lazare-carnot,0,,0474453716
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011117j/ecole-primaire-les-arbelles.html,Ecole Primaire Les Arbelles,École,Public,Académie de Lyon,Zone A,"2 rue Tony Ferret
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011117j,ecole-primaire-les-arbelles,0,,0474450129
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010972b/ecole-primaire-les-dimes.html,Ecole primaire Les Dîmes,École,Public,Académie de Lyon,Zone A,"7 rue du Revermont
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010972b,ecole-primaire-les-dimes,0,,0474450234
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011368g/ecole-primaire-le-peloux.html,Ecole primaire Le Peloux,École,Public,Académie de Lyon,Zone A,"106 passage  de l'école du PELOUX
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011368g,ecole-primaire-le-peloux,0,,0474211455
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011271b/ecole-primaire-les-vennes.html,Ecole primaire Les Vennes,École,Public,Académie de Lyon,Zone A,"4 rue Racine
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011271b,ecole-primaire-les-vennes,0,,0474424625
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010803t/ecole-primaire-louis-parant.html,Ecole primaire Louis Parant,École,Public,Académie de Lyon,Zone A,"10 rue des Blanchisseries
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010803t,ecole-primaire-louis-parant,0,,0474424730
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010269m/ecole-primaire-privee-jeanne-d-arc.html,Ecole primaire privée Jeanne d'Arc,École,Privé,Académie de Lyon,Zone A,"35 avenue Jean Jaurès
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010269m,ecole-primaire-privee-jeanne-d-arc,0,,0474210714
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010270n/ecole-primaire-privee-notre-dame.html,Ecole primaire privée Notre-Dame,École,Privé,Académie de Lyon,Zone A,"8 rue de Varenne
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010270n,ecole-primaire-privee-notre-dame,0,,0474236736
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011289w/ecole-primaire-privee-saint-louis-saint-vincent.html,Ecole primaire privée Saint Louis-Saint Vincent,École,Privé,Académie de Lyon,Zone A,"2 ter rue Cabuchet
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011289w,ecole-primaire-privee-saint-louis-saint-vincent,0,,0474503838
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010287g/ecole-primaire-privee-sainte-marie.html,Ecole primaire privée Sainte Marie,École,Privé,Académie de Lyon,Zone A,"9 rue Georges Guynemer
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010287g,ecole-primaire-privee-sainte-marie,0,,0474213508
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011369h/ecole-primaire-publique-alphonse-daudet.html,Ecole primaire publique Alphonse Daudet,École,Public,Académie de Lyon,Zone A,"23 rue de la Croix-Blanche
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011369h,ecole-primaire-publique-alphonse-daudet,1,,0474453693
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0011367f/ecole-primaire-publique-l-alagnier.html,Ecole primaire publique l'Alagnier,École,Public,Académie de Lyon,Zone A,"3 rue de l'Alagnier
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011367f,ecole-primaire-publique-l-alagnier,1,,0474453791
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/ecole/0010986s/ecole-primaire-saint-exupery.html,Ecole primaire Saint-Exupéry,École,Public,Académie de Lyon,Zone A,"9 rue Louis Blériot
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010986s,ecole-primaire-saint-exupery,1,,0474554500
https://www.education.gouv.fr/annuaire/01000/saint-denis-les-bourg/ecole/0011090e/ecole-primaire-village.html,Ecole primaire Village,École,Public,Académie de Lyon,Zone A,"Rue des Ecoles
 -
                                  01000
                            Saint-Denis-lès-Bourg",01000,saint-denis-les-bourg,0011090e,ecole-primaire-village,1,,0474242482
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010823p/college-de-brou.html,Collège de Brou,Collège,Public,Académie de Lyon,Zone A,"21 quai Henri Groboz
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010823p,college-de-brou,1,,0474455100
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010018p/college-du-revermont.html,Collège du Revermont,Collège,Public,Académie de Lyon,Zone A,"9 avenue de Jasseron
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010018p,college-du-revermont,1,,0474231334
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010080g/college-jeanne-d-arc.html,Collège Jeanne d'Arc,Collège,Privé,Académie de Lyon,Zone A,"7 rue Lamartine
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010080g,college-jeanne-d-arc,1,,0474210714
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010079f/college-saint-joseph.html,Collège Saint-Joseph,Collège,Privé,Académie de Lyon,Zone A,"3 bis rue du Lycée
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010079f,college-saint-joseph,1,,0474458872
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010082j/college-saint-pierre.html,Collège Saint-Pierre,Collège,Privé,Académie de Lyon,Zone A,"33 rue Samaritaine
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010082j,college-saint-pierre,1,,0474321092
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0011275f/college-thomas-riboud.html,Collège Thomas Riboud,Collège,Public,Académie de Lyon,Zone A,"120 rue Charles Demia
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0011275f,college-thomas-riboud,1,,0474323170
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/college/0010974d/college-victoire-daubie.html,Collège Victoire Daubié,Collège,Public,Académie de Lyon,Zone A,"60 place Camille Claudel
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010974d,college-victoire-daubie,1,,0474451393
https://www.education.gouv.fr/annuaire/01000/saint-denis-les-bourg/college/0011333u/college-yvon-morandat.html,Collège Yvon Morandat,Collège,Public,Académie de Lyon,Zone A,"62 rue Denis Girod
 -
                                  01000
                            Saint-Denis-lès-Bourg",01000,saint-denis-les-bourg,0011333u,college-yvon-morandat,1,,0474321390
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/lycee/0010819k/lycee-d-enseignement-general-technologique-et-professionnel-agricole-les-sardieres.html,"Lycée d'enseignement général, technologique et professionnel agricole Les Sardières",Lycée,Public,Académie de Lyon,Zone A,"79 route de Jasseron
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010819k,lycee-d-enseignement-general-technologique-et-professionnel-agricole-les-sardieres,1,,0474455080
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/lycee/0010016m/lycee-polyvalent-joseph-marie-carriat.html,Lycée polyvalent Joseph-Marie Carriat,Lycée,Public,Académie de Lyon,Zone A,"1 rue de Crouy
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010016m,lycee-polyvalent-joseph-marie-carriat,1,,0474321848
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/lycee/0010099c/lycee-professionnel-saint-joseph.html,Lycée professionnel Saint-Joseph,Lycée,Privé,Académie de Lyon,Zone A,"3 bis rue du Lycée
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010099c,lycee-professionnel-saint-joseph,1,,0474458880
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/erea/0010966v/etablissement-regional-d-enseignement-adapte-philibert-commerson.html,Établissement régional d'enseignement adapté Philibert Commerson,ÉREA,Public,Académie de Lyon,Zone A,"1250 chemin de la Chagne
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010966v,etablissement-regional-d-enseignement-adapte-philibert-commerson,1,,0474456100
https://www.education.gouv.fr/annuaire/01000/bourg-en-bresse/cio/0010052b/centre-d-information-et-d-orientation-de-bourg-en-bresse.html,Centre d'information et d'orientation de Bourg-en-Bresse,CIO,,Académie de Lyon,Zone A,"34 rue Général Delestraint
 -
                                  01000
                            Bourg-en-Bresse",01000,bourg-en-bresse,0010052b,centre-d-information-et-d-orientation-de-bourg-en-bresse,1,,0474213408
https://www.education.gouv.fr/annuaire/01001/bourg-en-bresse/lycee/0011118k/lycee-professionnel-gabriel-voisin.html,Lycée professionnel Gabriel Voisin,Lycée,Public,Académie de Lyon,Zone A,"21 avenue de Jasseron
 -
                            BP 80164
 -
                          01001
                            Bourg-en-Bresse",01001,bourg-en-bresse,0011118k,lycee-professionnel-gabriel-voisin,1,,0474230255
https://www.education.gouv.fr/annuaire/01001/bourg-en-bresse/lycee/0010070w/lycee-saint-pierre.html,Lycée Saint-Pierre,Lycée,Privé,Académie de Lyon,Zone A,"7 rue Villeneuve
 -
                            BP 12
 -
                          01001
                            Bourg-en-Bresse",01001,bourg-en-bresse,0010070w,lycee-saint-pierre,1,,0474321090
https://www.education.gouv.fr/annuaire/01011/bourg-en-bresse/lycee/0010014k/lycee-edgar-quinet.html,Lycée Edgar Quinet,Lycée,Public,Académie de Lyon,Zone A,"5 avenue Jean-Marie Verne
 -
                            BP 302
 -
                          01011
                            Bourg-en-Bresse",01011,bourg-en-bresse,0010014k,lycee-edgar-quinet,1,,0474212465
